"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "AUC" "Youden" "YoudenSensitivity" "YoudenSpecificity" "TPR" "TNR" "MAE" "Runtime" "TrainingTime" "TestTime" "VarSelected"
"167" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8635 0.865731462925852 0.86127744510978 0.727010725571988 0.863504454017816 0.345569176098472 0.937125748502994 0.791583166332665 0.86127744510978 0.865731462925852 0.19915032991581 0.180000000000007 0.0599999999999454 0.0199999999999818 "x1;x2"
"168" "FULL" 25 3 0.12 0 1 0 0.867 0.869739478957916 0.864271457085828 0.734015340166614 0.867005468021872 0.454597558832219 0.890219560878243 0.853707414829659 0.864271457085828 0.869739478957916 0.194624925247627 0 0.169999999999959 0.00999999999999091 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"169" "GAMMA_BACK" 3 3 1 1 1 1 0.8655 0.870741482965932 0.860279441117764 0.731049070127302 0.865510462041848 0.422015008247682 0.900199600798403 0.843687374749499 0.860279441117764 0.870741482965932 0.194995288128995 5.96999999999991 0.0600000000000591 0.0199999999999818 "x1;x2;x3"
"170" "GAMMA_BF" 3 3 1 1 1 1 0.8655 0.870741482965932 0.860279441117764 0.731049070127302 0.865510462041848 0.422015008247682 0.900199600798403 0.843687374749499 0.860279441117764 0.870741482965932 0.194995288128995 0.309999999999945 0.0699999999999363 0 "x1;x2;x3"
"171" "GAMMA_FORW" 3 3 1 1 1 1 0.8655 0.870741482965932 0.860279441117764 0.731049070127302 0.865510462041848 0.422015008247682 0.900199600798403 0.843687374749499 0.860279441117764 0.870741482965932 0.194995288128995 0.290000000000077 0.0600000000000591 0 "x1;x2;x3"
"172" "LASSO" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.867 0.871743486973948 0.862275449101796 0.734040957722892 0.867009468037872 0.45171900026946 0.885229540918164 0.855711422845691 0.862275449101796 0.871743486973948 0.194950707586453 2.20000000000005 0.0499999999999545 0.00999999999999091 "x1;x2;x3;Noise14"
"173" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8635 0.865731462925852 0.86127744510978 0.727010725571988 0.863504454017816 0.345569176098472 0.937125748502994 0.791583166332665 0.86127744510978 0.865731462925852 0.19915032991581 9.58000000000004 0.0499999999999545 0.0199999999999818 "x1;x2"
"174" "STEP" 9 3 0.76 0.727272727272727 1 0.492365963917331 0.8635 0.867735470941884 0.859281437125748 0.727033266565599 0.863508454033816 0.424691250154544 0.896207584830339 0.844689378757515 0.859281437125748 0.867735470941884 0.195209172047165 2.79999999999995 0.0699999999999363 0.00999999999999091 "x1;x2;x3;Noise22;Noise14;Noise12;Noise7;Noise3;Noise5"
"175" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7785 0.781563126252505 0.775449101796407 0.55701807679282 0.778506114024456 0.555969772804578 0.733532934131736 0.834669338677355 0.775449101796407 0.781563126252505 0.305394323002638 0.169999999999959 0.0499999999999545 0.00999999999999091 "x1"
"176" "SVM-RFE" 3 3 1 1 1 1 0.8655 0.870741482965932 0.860279441117764 0.731049070127302 0.865510462041848 0.422015008247682 0.900199600798403 0.843687374749499 0.860279441117764 0.870741482965932 0.194995288128995 23.5300000000001 0.0500000000000682 0 "x1;x2;x3"
"177" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.848 0.837343599615014 0.85952133194589 0.696343468455321 0.848432465780452 0.425351474789137 0.898022892819979 0.807507218479307 0.85952133194589 0.837343599615014 0.209403773605956 0.170000000000073 0.0500000000000682 0 "x1;x2"
"178" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.848 0.837343599615014 0.85952133194589 0.696343468455321 0.848432465780452 0.425351474789137 0.898022892819979 0.807507218479307 0.85952133194589 0.837343599615014 0.209403773605956 0.110000000000014 0.0600000000000591 0 "x1;x2"
"179" "FULL" 25 3 0.12 0 1 0 0.857 0.846005774783446 0.86888657648283 0.714357398266397 0.857446175633138 0.624632875330515 0.82414151925078 0.904716073147257 0.86888657648283 0.846005774783446 0.199573317361335 0 0.100000000000023 0.0200000000000955 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"180" "GAMMA_BACK" 3 3 1 1 1 1 0.8595 0.844080846968239 0.876170655567118 0.719709300524144 0.860125751267678 0.549973717383834 0.852237252861602 0.871029836381136 0.876170655567118 0.844080846968239 0.200190160426591 5.29999999999995 0.0599999999999454 0.0199999999999818 "x1;x2;x3"
"181" "GAMMA_BF" 3 3 1 1 1 1 0.8595 0.844080846968239 0.876170655567118 0.719709300524144 0.860125751267678 0.549973717383834 0.852237252861602 0.871029836381136 0.876170655567118 0.844080846968239 0.200190160426591 0.289999999999964 0.0999999999999091 0.0199999999999818 "x1;x2;x3"
"182" "GAMMA_FORW" 3 3 1 1 1 1 0.8595 0.844080846968239 0.876170655567118 0.719709300524144 0.860125751267678 0.549973717383834 0.852237252861602 0.871029836381136 0.876170655567118 0.844080846968239 0.200190160426591 0.289999999999964 0.139999999999986 0.0199999999999818 "x1;x2;x3"
"183" "LASSO" 3 3 1 1 1 1 0.8595 0.844080846968239 0.876170655567118 0.719709300524144 0.860125751267678 0.549973717383834 0.852237252861602 0.871029836381136 0.876170655567118 0.844080846968239 0.200190160426591 2.36000000000001 0.07000000000005 0.0100000000001046 "x1;x2;x3"
"184" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.848 0.837343599615014 0.85952133194589 0.696343468455321 0.848432465780452 0.425351474789137 0.898022892819979 0.807507218479307 0.85952133194589 0.837343599615014 0.209403773605956 9.16999999999996 0.0499999999999545 0 "x1;x2"
"185" "STEP" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.859 0.846005774783446 0.873048907388137 0.718507992245269 0.859527341085791 0.527328198034106 0.864724245577523 0.860442733397498 0.873048907388137 0.846005774783446 0.199453473974693 1.07000000000005 0.0600000000000591 0.00999999999999091 "x1;x2;x3;Noise2"
"186" "SU" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.848 0.837343599615014 0.85952133194589 0.696343468455321 0.848432465780452 0.425351474789137 0.898022892819979 0.807507218479307 0.85952133194589 0.837343599615014 0.209403773605956 0.129999999999995 0.0499999999999545 0 "x1;x2"
"187" "SVM-RFE" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.8565 0.840230991337825 0.874089490114464 0.713789882335132 0.857160240726144 0.526244246275898 0.864724245577523 0.857555341674687 0.874089490114464 0.840230991337825 0.200331914432862 22.8299999999999 0.0599999999999454 0.0199999999999818 "Noise13;Noise19;x1;x2;x3"
"188" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.839800995024876 0.852261306532663 0.692081680600382 0.846031150778769 0.561066212677605 0.830150753768844 0.869651741293532 0.852261306532663 0.839800995024876 0.204074908681953 0.17999999999995 0.0600000000000591 0 "x1;x2"
"189" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.839800995024876 0.852261306532663 0.692081680600382 0.846031150778769 0.561066212677605 0.830150753768844 0.869651741293532 0.852261306532663 0.839800995024876 0.204074908681953 0.110000000000014 0.07000000000005 0 "x1;x2"
"190" "FULL" 25 3 0.12 0 1 0 0.859 0.856716417910448 0.861306532663317 0.718014334238043 0.859011475286882 0.455085095134937 0.885427135678392 0.840796019900497 0.861306532663317 0.856716417910448 0.19180303371505 0 0.100000000000023 0.0199999999999818 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"191" "GAMMA_BACK" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.839800995024876 0.852261306532663 0.692081680600382 0.846031150778769 0.561066212677605 0.830150753768844 0.869651741293532 0.852261306532663 0.839800995024876 0.204074908681953 5.55999999999995 0.0600000000000591 0 "x1;x2"
"192" "GAMMA_BF" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.839800995024876 0.852261306532663 0.692081680600382 0.846031150778769 0.561066212677605 0.830150753768844 0.869651741293532 0.852261306532663 0.839800995024876 0.204074908681953 0.190000000000055 0.0699999999999363 0 "x1;x2"
"193" "GAMMA_FORW" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.839800995024876 0.852261306532663 0.692081680600382 0.846031150778769 0.561066212677605 0.830150753768844 0.869651741293532 0.852261306532663 0.839800995024876 0.204074908681953 0.210000000000036 0.0599999999999454 0 "x1;x2"
"194" "LASSO" 3 3 1 1 1 1 0.8605 0.859701492537313 0.861306532663317 0.721000454546337 0.860504012600315 0.514023146850215 0.85929648241206 0.867661691542289 0.861306532663317 0.859701492537313 0.191945194483758 2.12 0.0600000000000591 0 "x1;x2;x3"
"195" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.839800995024876 0.852261306532663 0.692081680600382 0.846031150778769 0.561066212677605 0.830150753768844 0.869651741293532 0.852261306532663 0.839800995024876 0.204074908681953 8.72000000000003 0.0600000000000591 0.00999999999999091 "x1;x2"
"196" "STEP" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.859 0.858706467661692 0.85929648241206 0.717997205975478 0.859001475036876 0.449536236717959 0.88643216080402 0.842786069651741 0.85929648241206 0.858706467661692 0.191545772384117 1.34000000000003 0.0599999999999454 0.0100000000001046 "x1;x2;x3;Noise17;Noise13"
"197" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.748 0.730348258706468 0.765829145728643 0.496441588256258 0.748088702217555 0.41950357322067 0.832160804020101 0.676616915422886 0.765829145728643 0.730348258706468 0.318491836771155 0.180000000000064 0.0600000000000591 0 "x1"
"198" "SVM-RFE" 3 3 1 1 1 1 0.8605 0.859701492537313 0.861306532663317 0.721000454546337 0.860504012600315 0.514023146850215 0.85929648241206 0.867661691542289 0.861306532663317 0.859701492537313 0.191945194483758 21.37 0.0599999999999454 0 "x1;x2;x3"
"199" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.86 0.877281947261663 0.843195266272189 0.72061417008176 0.860238606766926 0.496690825409348 0.848126232741617 0.876267748478702 0.843195266272189 0.877281947261663 0.196423012236233 0.170000000000073 0.0400000000000773 0.00999999999999091 "x1;x2"
"200" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.86 0.877281947261663 0.843195266272189 0.72061417008176 0.860238606766926 0.496690825409348 0.848126232741617 0.876267748478702 0.843195266272189 0.877281947261663 0.196423012236233 0.110000000000014 0.0600000000000591 0 "x1;x2"
"201" "FULL" 25 3 0.12 0 1 0 0.868 0.887423935091278 0.849112426035503 0.736753040846618 0.86826818056339 0.528476621088491 0.83629191321499 0.907707910750507 0.849112426035503 0.887423935091278 0.186977519024926 0 0.0799999999999272 0.0199999999999818 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"202" "GAMMA_BACK" 3 3 1 1 1 1 0.8645 0.881338742393509 0.848126232741617 0.729586485217448 0.864732487567563 0.437957275043263 0.878698224852071 0.863083164300203 0.848126232741617 0.881338742393509 0.187979509363908 4.51999999999998 0.0499999999999545 0.0199999999999818 "x1;x2;x3"
"203" "GAMMA_BF" 3 3 1 1 1 1 0.8645 0.881338742393509 0.848126232741617 0.729586485217448 0.864732487567563 0.437957275043263 0.878698224852071 0.863083164300203 0.848126232741617 0.881338742393509 0.187979509363908 0.310000000000059 0.0499999999999545 0 "x1;x2;x3"
"204" "GAMMA_FORW" 3 3 1 1 1 1 0.8645 0.881338742393509 0.848126232741617 0.729586485217448 0.864732487567563 0.437957275043263 0.878698224852071 0.863083164300203 0.848126232741617 0.881338742393509 0.187979509363908 0.280000000000086 0.0400000000000773 0 "x1;x2;x3"
"205" "LASSO" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.8635 0.879310344827586 0.848126232741617 0.727525722403041 0.863718288784602 0.444979312478852 0.873767258382643 0.860040567951318 0.848126232741617 0.879310344827586 0.188571802448491 2.13 0.0600000000000591 0.00999999999999091 "x1;x2;x3;Noise12"
"206" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.86 0.877281947261663 0.843195266272189 0.72061417008176 0.860238606766926 0.496690825409348 0.848126232741617 0.876267748478702 0.843195266272189 0.877281947261663 0.196423012236233 8.79000000000008 0.0600000000000591 0 "x1;x2"
"207" "STEP" 8 3 0.8 0.772727272727273 1 0.538305421923955 0.8655 0.886409736308316 0.845167652859961 0.731857433093694 0.865788694584138 0.441140617930656 0.872781065088757 0.860040567951318 0.845167652859961 0.886409736308316 0.187855025171212 2.09000000000003 0.0400000000000773 0.00999999999999091 "x1;x2;x3;Noise12;Noise18;Noise4;Noise2;Noise5"
"208" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7705 0.793103448275862 0.748520710059172 0.541942163024811 0.770812079167517 0.439129538075406 0.807692307692308 0.740365111561866 0.748520710059172 0.793103448275862 0.311893603331644 0.129999999999995 0.0499999999999545 0 "x1"
"209" "SVM-RFE" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.869 0.887423935091278 0.851084812623274 0.738686088417989 0.869254373857276 0.424409560735596 0.884615384615385 0.855983772819473 0.851084812623274 0.887423935091278 0.187249637514598 21.9400000000001 0.0600000000000591 0.00999999999999091 "Noise18;Noise2;x1;x2;x3"
"210" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.85 0.848282442748092 0.851890756302521 0.699681061740375 0.850086599525306 0.429697107748783 0.89390756302521 0.812977099236641 0.851890756302521 0.848282442748092 0.215318080581395 0.169999999999959 0.0599999999999454 0.00999999999999091 "x1;x2"
"211" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.85 0.848282442748092 0.851890756302521 0.699681061740375 0.850086599525306 0.429697107748783 0.89390756302521 0.812977099236641 0.851890756302521 0.848282442748092 0.215318080581395 0.110000000000014 0.0499999999999545 0 "x1;x2"
"212" "FULL" 25 3 0.12 0 1 0 0.8525 0.849236641221374 0.85609243697479 0.704773007131953 0.852664539098082 0.482741303218412 0.872899159663866 0.841603053435115 0.85609243697479 0.849236641221374 0.20331562833006 0 0.0900000000000318 0.00999999999999091 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"213" "GAMMA_BACK" 3 3 1 1 1 1 0.8565 0.853053435114504 0.860294117647059 0.712785160050021 0.856673776380781 0.510546214825545 0.85609243697479 0.860687022900763 0.860294117647059 0.853053435114504 0.204430447780776 4.84000000000003 0.0499999999999545 0.0199999999999818 "x1;x2;x3"
"214" "GAMMA_BF" 3 3 1 1 1 1 0.8565 0.853053435114504 0.860294117647059 0.712785160050021 0.856673776380781 0.510546214825545 0.85609243697479 0.860687022900763 0.860294117647059 0.853053435114504 0.204430447780776 0.280000000000086 0.07000000000005 0.00999999999999091 "x1;x2;x3"
"215" "GAMMA_FORW" 3 3 1 1 1 1 0.8565 0.853053435114504 0.860294117647059 0.712785160050021 0.856673776380781 0.510546214825545 0.85609243697479 0.860687022900763 0.860294117647059 0.853053435114504 0.204430447780776 0.279999999999973 0.129999999999995 0 "x1;x2;x3"
"216" "LASSO" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.855 0.850190839694656 0.860294117647059 0.70987047882939 0.855242478670858 0.526981556328158 0.852941176470588 0.863549618320611 0.860294117647059 0.850190839694656 0.204417634552395 2.13 0.0600000000000591 0.00999999999999091 "x1;x2;x3;Noise11"
"217" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.85 0.848282442748092 0.851890756302521 0.699681061740375 0.850086599525306 0.429697107748783 0.89390756302521 0.812977099236641 0.851890756302521 0.848282442748092 0.215318080581395 8.75 0.0499999999999545 0 "x1;x2"
"218" "STEP" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.855 0.850190839694656 0.860294117647059 0.70987047882939 0.855242478670858 0.526981556328158 0.852941176470588 0.863549618320611 0.860294117647059 0.850190839694656 0.204417634552395 1.08000000000004 0.0499999999999545 0 "x1;x2;x3;Noise11"
"219" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.753 0.770038167938931 0.734243697478992 0.504609714133625 0.752140932708961 0.450886793432822 0.779411764705882 0.739503816793893 0.734243697478992 0.770038167938931 0.322090558024993 0.129999999999995 0.0499999999999545 0 "x1"
"220" "SVM-RFE" 3 3 1 1 1 1 0.8565 0.853053435114504 0.860294117647059 0.712785160050021 0.856673776380781 0.510546214825545 0.85609243697479 0.860687022900763 0.860294117647059 0.853053435114504 0.204430447780776 22.58 0.0600000000000591 0 "x1;x2;x3"
"221" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8655 0.868937048503612 0.862269641125121 0.730948827801849 0.865603344814367 0.448481804345952 0.887487875848691 0.853457172342621 0.862269641125121 0.868937048503612 0.199762132629479 0.200000000000045 0.0400000000000773 0 "x1;x2"
"222" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8655 0.868937048503612 0.862269641125121 0.730948827801849 0.865603344814367 0.448481804345952 0.887487875848691 0.853457172342621 0.862269641125121 0.868937048503612 0.199762132629479 0.120000000000005 0.0500000000000682 0 "x1;x2"
"223" "FULL" 25 3 0.12 0 1 0 0.87 0.871001031991744 0.86905916585839 0.739867672263327 0.870030098925067 0.393462051186471 0.924345295829292 0.829721362229102 0.86905916585839 0.871001031991744 0.187672691463198 0 0.0899999999999181 0.0399999999999636 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"224" "GAMMA_BACK" 3 3 1 1 1 1 0.8735 0.87719298245614 0.870029097963143 0.746958570725679 0.873611040209641 0.409498458333053 0.913676042677013 0.839009287925697 0.870029097963143 0.87719298245614 0.189247307526304 5.29999999999995 0.0400000000000773 0.00999999999999091 "x1;x2;x3"
"225" "GAMMA_BF" 3 3 1 1 1 1 0.8735 0.87719298245614 0.870029097963143 0.746958570725679 0.873611040209641 0.409498458333053 0.913676042677013 0.839009287925697 0.870029097963143 0.87719298245614 0.189247307526304 0.319999999999936 0.0600000000000591 0 "x1;x2;x3"
"226" "GAMMA_FORW" 3 3 1 1 1 1 0.8735 0.87719298245614 0.870029097963143 0.746958570725679 0.873611040209641 0.409498458333053 0.913676042677013 0.839009287925697 0.870029097963143 0.87719298245614 0.189247307526304 0.279999999999973 0.0399999999999636 0.0100000000001046 "x1;x2;x3"
"227" "LASSO" 3 3 1 1 1 1 0.8735 0.87719298245614 0.870029097963143 0.746958570725679 0.873611040209641 0.409498458333053 0.913676042677013 0.839009287925697 0.870029097963143 0.87719298245614 0.189247307526304 2.08000000000004 0.0600000000000591 0.00999999999999091 "x1;x2;x3"
"228" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8655 0.868937048503612 0.862269641125121 0.730948827801849 0.865603344814367 0.448481804345952 0.887487875848691 0.853457172342621 0.862269641125121 0.868937048503612 0.199762132629479 8.92999999999995 0.0499999999999545 0 "x1;x2"
"229" "STEP" 8 3 0.8 0.772727272727273 1 0.538305421923955 0.8685 0.876160990712074 0.861299709020369 0.737129853225461 0.868730349866221 0.384997437234848 0.92725509214355 0.830753353973168 0.861299709020369 0.876160990712074 0.187767640223114 2.15000000000009 0.0600000000000591 0.0199999999999818 "x1;x2;x3;Noise11;Noise6;Noise5;Noise10;Noise8"
"230" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7625 0.7781217750258 0.747817652764306 0.525738178017637 0.762969713895053 0.545546977709412 0.718719689621726 0.816305469556244 0.747817652764306 0.7781217750258 0.313471196065523 0.139999999999986 0.0500000000000682 0.0199999999999818 "x1"
"231" "SVM-RFE" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.8725 0.87719298245614 0.868089233753637 0.744997035315339 0.872641108104889 0.44985985237564 0.896217264791465 0.860681114551084 0.868089233753637 0.87719298245614 0.188846585907676 23.7199999999999 0.0599999999999454 0 "Noise10;x1;x2;x3"
"232" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8495 0.860103626943005 0.839613526570048 0.699294039799138 0.849858576756527 0.39932766211911 0.879227053140097 0.825906735751295 0.839613526570048 0.860103626943005 0.211699236926786 0.169999999999959 0.0499999999999545 0.0199999999999818 "x1;x2"
"233" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8495 0.860103626943005 0.839613526570048 0.699294039799138 0.849858576756527 0.39932766211911 0.879227053140097 0.825906735751295 0.839613526570048 0.860103626943005 0.211699236926786 0.110000000000014 0.0699999999999363 0.0199999999999818 "x1;x2"
"234" "FULL" 25 3 0.12 0 1 0 0.8555 0.873575129533679 0.838647342995169 0.711821694559726 0.856111236264424 0.527350711089008 0.831884057971015 0.888082901554404 0.838647342995169 0.873575129533679 0.202208938531358 0 0.0800000000000409 0.0300000000000864 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"235" "GAMMA_BACK" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.859 0.880829015544041 0.838647342995169 0.719139467390883 0.859738179269605 0.476097751092439 0.854106280193237 0.869430051813472 0.838647342995169 0.880829015544041 0.202914661551681 6.5 0.0499999999999545 0.0100000000001046 "x1;x2;x3;Noise6"
"236" "GAMMA_BF" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.859 0.880829015544041 0.838647342995169 0.719139467390883 0.859738179269605 0.476097751092439 0.854106280193237 0.869430051813472 0.838647342995169 0.880829015544041 0.202914661551681 0.439999999999941 0.0999999999999091 0 "x1;x2;x3;Noise6"
"237" "GAMMA_FORW" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.859 0.880829015544041 0.838647342995169 0.719139467390883 0.859738179269605 0.476097751092439 0.854106280193237 0.869430051813472 0.838647342995169 0.880829015544041 0.202914661551681 0.419999999999959 0.139999999999986 0.0299999999999727 "x1;x2;x3;Noise6"
"238" "LASSO" 3 3 1 1 1 1 0.8645 0.887046632124352 0.843478260869565 0.730195610654579 0.865262446496959 0.506798046408203 0.838647342995169 0.892227979274611 0.843478260869565 0.887046632124352 0.203125426154837 2.10000000000002 0.0400000000000773 0.0199999999999818 "x1;x2;x3"
"239" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8495 0.860103626943005 0.839613526570048 0.699294039799138 0.849858576756527 0.39932766211911 0.879227053140097 0.825906735751295 0.839613526570048 0.860103626943005 0.211699236926786 9 0.0500000000000682 0.00999999999999091 "x1;x2"
"240" "STEP" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.859 0.880829015544041 0.838647342995169 0.719139467390883 0.859738179269605 0.476097751092439 0.854106280193237 0.869430051813472 0.838647342995169 0.880829015544041 0.202914661551681 1.13999999999999 0.0599999999999454 0 "x1;x2;x3;Noise6"
"241" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.785 0.796891191709845 0.773913043478261 0.570457077520658 0.785402117594053 0.476270565573772 0.798067632850242 0.781347150259067 0.773913043478261 0.796891191709845 0.306550436836523 0.139999999999986 0.0500000000000682 0 "x1"
"242" "SVM-RFE" 3 3 1 1 1 1 0.8645 0.887046632124352 0.843478260869565 0.730195610654579 0.865262446496959 0.506798046408203 0.838647342995169 0.892227979274611 0.843478260869565 0.887046632124352 0.203125426154837 23.1900000000001 0.0599999999999454 0 "x1;x2;x3"
"243" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8535 0.845070422535211 0.86182902584493 0.707042644170677 0.853449724190071 0.495182247825188 0.866799204771372 0.845070422535211 0.86182902584493 0.845070422535211 0.200610317746202 0.190000000000055 0.0500000000000682 0.00999999999999091 "x1;x2"
"244" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8535 0.845070422535211 0.86182902584493 0.707042644170677 0.853449724190071 0.495182247825188 0.866799204771372 0.845070422535211 0.86182902584493 0.845070422535211 0.200610317746202 0.0900000000000318 0.0500000000000682 0 "x1;x2"
"245" "FULL" 25 3 0.12 0 1 0 0.855 0.85010060362173 0.859840954274354 0.70999836208226 0.854970778948042 0.466334138383723 0.877733598409543 0.838028169014085 0.859840954274354 0.85010060362173 0.195360235019122 0.00999999999999091 0.0900000000000318 0.0299999999999727 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"246" "GAMMA_BACK" 3 3 1 1 1 1 0.8565 0.848088531187123 0.864811133200795 0.713044075635159 0.856449832193959 0.561330019433199 0.842942345924453 0.879275653923541 0.864811133200795 0.848088531187123 0.195072910460841 5.06000000000006 0.0600000000000591 0.00999999999999091 "x1;x2;x3"
"247" "GAMMA_BF" 3 3 1 1 1 1 0.8565 0.848088531187123 0.864811133200795 0.713044075635159 0.856449832193959 0.561330019433199 0.842942345924453 0.879275653923541 0.864811133200795 0.848088531187123 0.195072910460841 0.300000000000068 0.0600000000000591 0 "x1;x2;x3"
"248" "GAMMA_FORW" 3 3 1 1 1 1 0.8565 0.848088531187123 0.864811133200795 0.713044075635159 0.856449832193959 0.561330019433199 0.842942345924453 0.879275653923541 0.864811133200795 0.848088531187123 0.195072910460841 0.259999999999991 0.0600000000000591 0.0199999999999818 "x1;x2;x3"
"249" "LASSO" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.859 0.853118712273642 0.864811133200795 0.718008833634298 0.858964922737219 0.469957184994632 0.883697813121272 0.841046277665996 0.864811133200795 0.853118712273642 0.195082567075176 2.44000000000005 0.0699999999999363 0.00999999999999091 "x1;x2;x3;Noise1"
"250" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8535 0.845070422535211 0.86182902584493 0.707042644170677 0.853449724190071 0.495182247825188 0.866799204771372 0.845070422535211 0.86182902584493 0.845070422535211 0.200610317746202 8.77999999999997 0.0599999999999454 0 "x1;x2"
"251" "STEP" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.859 0.853118712273642 0.864811133200795 0.718008833634298 0.858964922737219 0.469957184994632 0.883697813121272 0.841046277665996 0.864811133200795 0.853118712273642 0.195082567075176 1.05999999999995 0.0499999999999545 0.00999999999999091 "x1;x2;x3;Noise1"
"252" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.77 0.76056338028169 0.779324055666004 0.540008415739347 0.769943717973847 0.556284494450595 0.742544731610338 0.808853118712274 0.779324055666004 0.76056338028169 0.311278637551516 0.120000000000005 0.0400000000000773 0 "x1"
