"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "AUC" "YoudenSpe" "YoudenSe" "Youden" "TPR" "TNR" "MAE" "Runtime" "TrainingTime" "TestTime" "VarSelected" "Separation" "Repartition" "NbVar"
"31" "STEP" 6 3 0.985 0.984771573604061 1 0.701702064128381 0.8 0.871428571428571 0.633333333333333 0.515170461775827 0.752380952380952 0.871428571428571 0.666666666666667 0.00101586299177357 0.633333333333333 0.871428571428571 0.199979682740165 3.88999999999942 0.0299999999988358 0.00999999999476131 "x1;x2;x3;Noise31;Noise164;Noise19" "forte" "desequilibre" 200
"32" "SU" 3 3 1 1 1 1 0.87 0.942857142857143 0.7 0.680336051416609 0.821428571428571 0.9 0.8 0.294078180359235 0.7 0.942857142857143 0.174629323485872 0.529999999998836 0.0400000000081491 0 "x1;x3;x2" "forte" "desequilibre" 200
"33" "SVM-RFE" 7 3 0.98 0.979695431472081 1 0.647973356420534 0.83 0.942857142857143 0.566666666666667 0.573259073328974 0.754761904761905 0.857142857142857 0.766666666666667 0.144875906939744 0.566666666666667 0.942857142857143 0.171497958305195 11.9300000000076 0.0200000000040745 0 "Noise26;Noise27;Noise58;Noise91;x1;x2;x3" "forte" "desequilibre" 200
"34" "CFS" 1 1 0.99 1 0.333333333333333 0.57444168510062 0.75 0.815384615384615 0.628571428571429 0.447012067012829 0.721978021978022 0.676923076923077 0.942857142857143 0.230266261131354 0.628571428571429 0.815384615384615 0.276826646817886 1.08999999999651 0.0400000000081491 0 "x1" "forte" "desequilibre" 200
"35" "CHI2" 1 1 0.99 1 0.333333333333333 0.57444168510062 0.75 0.815384615384615 0.628571428571429 0.447012067012829 0.721978021978022 0.676923076923077 0.942857142857143 0.230266261131354 0.628571428571429 0.815384615384615 0.276826646817886 0.459999999991851 0.0599999999976717 0 "x1" "forte" "desequilibre" 200
"36" "FULL" 200 3 0.015 0 1 0 0.53 0.538461538461538 0.514285714285714 0.0503579746698444 0.526373626373626 0.538461538461538 0.542857142857143 0.168572167397211 0.514285714285714 0.538461538461538 0.468113350053524 0.0200000000040745 0.149999999994179 0.0599999999976717 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22;Noise23;Noise24;Noise25;Noise26;Noise27;Noise28;Noise29;Noise30;Noise31;Noise32;Noise33;Noise34;Noise35;Noise36;Noise37;Noise38;Noise39;Noise40;Noise41;Noise42;Noise43;Noise44;Noise45;Noise46;Noise47;Noise48;Noise49;Noise50;Noise51;Noise52;Noise53;Noise54;Noise55;Noise56;Noise57;Noise58;Noise59;Noise60;Noise61;Noise62;Noise63;Noise64;Noise65;Noise66;Noise67;Noise68;Noise69;Noise70;Noise71;Noise72;Noise73;Noise74;Noise75;Noise76;Noise77;Noise78;Noise79;Noise80;Noise81;Noise82;Noise83;Noise84;Noise85;Noise86;Noise87;Noise88;Noise89;Noise90;Noise91;Noise92;Noise93;Noise94;Noise95;Noise96;Noise97;Noise98;Noise99;Noise100;Noise101;Noise102;Noise103;Noise104;Noise105;Noise106;Noise107;Noise108;Noise109;Noise110;Noise111;Noise112;Noise113;Noise114;Noise115;Noise116;Noise117;Noise118;Noise119;Noise120;Noise121;Noise122;Noise123;Noise124;Noise125;Noise126;Noise127;Noise128;Noise129;Noise130;Noise131;Noise132;Noise133;Noise134;Noise135;Noise136;Noise137;Noise138;Noise139;Noise140;Noise141;Noise142;Noise143;Noise144;Noise145;Noise146;Noise147;Noise148;Noise149;Noise150;Noise151;Noise152;Noise153;Noise154;Noise155;Noise156;Noise157;Noise158;Noise159;Noise160;Noise161;Noise162;Noise163;Noise164;Noise165;Noise166;Noise167;Noise168;Noise169;Noise170;Noise171;Noise172;Noise173;Noise174;Noise175;Noise176;Noise177;Noise178;Noise179;Noise180;Noise181;Noise182;Noise183;Noise184;Noise185;Noise186;Noise187;Noise188;Noise189;Noise190;Noise191;Noise192;Noise193;Noise194;Noise195;Noise196;Noise197" "forte" "desequilibre" 200
"37" "GAMMA_BACK" 103 3 0.5 0.49238578680203 1 0.119755307173318 0.55 0.553846153846154 0.542857142857143 0.0923229535613814 0.548351648351648 0.553846153846154 0.542857142857143 0.659255993953713 0.542857142857143 0.553846153846154 0.453185119879074 297.610000000001 0.0299999999988358 0.0200000000040745 "x1;x2;x3;Noise2;Noise4;Noise5;Noise8;Noise11;Noise12;Noise13;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22;Noise23;Noise24;Noise27;Noise28;Noise31;Noise32;Noise36;Noise37;Noise42;Noise43;Noise45;Noise47;Noise50;Noise53;Noise54;Noise55;Noise60;Noise62;Noise66;Noise67;Noise68;Noise69;Noise70;Noise73;Noise75;Noise76;Noise77;Noise82;Noise84;Noise85;Noise88;Noise90;Noise94;Noise95;Noise97;Noise99;Noise100;Noise104;Noise107;Noise109;Noise110;Noise112;Noise114;Noise116;Noise117;Noise118;Noise119;Noise120;Noise121;Noise122;Noise124;Noise125;Noise130;Noise131;Noise135;Noise138;Noise142;Noise143;Noise145;Noise146;Noise147;Noise148;Noise149;Noise150;Noise153;Noise154;Noise157;Noise158;Noise160;Noise167;Noise169;Noise170;Noise171;Noise172;Noise173;Noise174;Noise175;Noise177;Noise178;Noise180;Noise183;Noise185;Noise188;Noise189;Noise191;Noise196" "forte" "desequilibre" 200
"38" "GAMMA_BF" 2 2 0.995 1 0.666666666666667 0.814432110921262 0.82 0.861538461538462 0.742857142857143 0.604395604395604 0.802197802197802 0.830769230769231 0.971428571428571 0.169951325140547 0.742857142857143 0.861538461538462 0.169040518234136 5.05999999999767 0.0300000000133878 0 "x1;x2" "forte" "desequilibre" 200
"39" "GAMMA_FORW" 2 2 0.995 1 0.666666666666667 0.814432110921262 0.82 0.861538461538462 0.742857142857143 0.604395604395604 0.802197802197802 0.830769230769231 0.971428571428571 0.169951325140547 0.742857142857143 0.861538461538462 0.169040518234136 4.2899999999936 0.0499999999883585 0 "x1;x2" "forte" "desequilibre" 200
"40" "LASSO" 2 2 0.995 1 0.666666666666667 0.814432110921262 0.82 0.861538461538462 0.742857142857143 0.604395604395604 0.802197802197802 0.830769230769231 0.971428571428571 0.169951325140547 0.742857142857143 0.861538461538462 0.169040518234136 2.18000000000757 0.0299999999988358 0 "x1;x2" "forte" "desequilibre" 200
